Buurt2025;buurtnaam2025
08400109;Verspreide huizen Sint Willebrord
08400200;Sprundel
08400201;Bedrijventerrein De Nijverhei
08400209;Verspreide huizen Sprundel
08400300;Schijf
08400309;Verspreide huizen Schijf
08400400;Zegge
08400409;Verspreide huizen Zegge
08450000;Sint-Michielsgestel
08450001;Theereheide
08450002;Venkant, Beekkant en Beekvliet
08450003;Halder
08450007;Verspreide huizen Theereheide en Zegenwerp
08450008;Verspreide huizen Genenberg
08450009;Verspreide huizen Sint-Michielsgestelse polders
08450100;Gemonde
08450108;Verspreide huizen ten oosten van Gemonde
08450109;Verspreide huizen ten westen van Gemonde
08450200;Den Dungen
08450201;Maaskantje
08450207;Verspreide huizen Spurk en 't Woud
08450208;Verspreide huizen Poeldonk
08450209;Verspreide huizen Maaskantje
08450300;Berlicum
08450301;Westakkers
08450302;Westerbroek en Beekveld
08450308;Verspreide huizen Beekveld-Hersend
08450309;Verspreide huizen ten noorden van Berlicum
08450400;Middelrode
08450408;Verspreide huizen Middelrode
08450409;Verspreide huizen Heikantse Hoeve
08470001;Someren centrum
08470002;Noord
08470003;Loove
08470004;Waterdael I + II
08470005;Waterdael III
08470006;Groote Hoeven
08470101;Lierop centrum
08470102;Gilde
08470201;Someren-Eind centrum
08470202;'t Vaartje
08470203;Goede Vaart
08470301;Someren-Heide centrum
08470401;Half Elfje
08470402;Ambachten
08470403;Slieven
08470404;De Hoof
08470405;'t Ven
08470406;Hoeven
08470407;Potakker
08470501;Boomen
08470502;Vaarsche Hoef
08470503;Lieropse Heide
08470504;Stipdonk
08470505;Lungendonk
08470506;Gebergte
08470601;Blank Water
08470602;Vlas
08470603;Ravel
08470604;Sluis 12 / 13
08470605;Diepenhoek
08470701;Verspreide huizen Someren-Heide
08470702;Somerense Heide
08470703;Hugten
08470704;Boksenberg
08480000;Son
08480001;De Gentiaan
08480002;Industrieterrein Ekkersrijt
08480003;'t Zand
08480009;Verspreide huizen Son
08480100;Breugel
08480101;'t Eigen en Hoogstraat
08480109;Verspreide huizen Breugel
08510000;Steenbergen-Centrum
08510001;Welberg
08510002;Steenbergen-Zuid
08510003;Steenbergen-Noord
08510004;Industrieterrein Reinierpolder
08510007;Graaf Hendrik- en Triangelpolder
08510008;Westelijke polders
08510009;Het Oudland
08510100;Kruisland
08510109;Kruislandse polders
08510200;De Heen
08510209;Heense polders
08510300;Dinteloord
08510301;Boompjesdijk
08510308;Verspreide huizen in het Oosten
08510309;Verspreide huizen in het Westen
08510400;Nieuw-Vossemeer
08510409;Verspreide huizen waaronder Pelsendijk en Rolaf
08519997;Groot binnenwater
08520000;Monnickendam
08520001;Oranjewijk
08520002;Markgouw
08520003;Ringshemmen
08520004;Ooster Ee
08520005;'t Spil
08520006;Binnengouw
08520007;Buitengouw
08520009;Verspreide huizen
08520010;De Purmer (gedeeltelijk)
08520100;Katwoude
08520200;Havenbuurt en Kerkbuurt
08520201;Verspreide huizen Op de Werven ten zuiden van kanaal
08520300;Broek in Waterland
08520301;Zuiderwoude
08520302;Uitdam
08520400;Ilpendam
08520401;De Purmer (gedeeltelijk)
08520500;Watergang
08529997;Groot binnenwater
08551001;Binnenstad West
08551002;Binnenstad Oost
08551003;Koningsplein
08551004;Oude Dijk
08551101;Veemarktkwartier
08551102;Tivoli
08551103;Hoogvenne Oost
08551104;Hoogvenne West
08551105;Piushaven
08551201;Armhoef Noord-West
08551202;Armhoef Noord-Oost
08551203;Armhoef Zuid
08551301;Jeruzalem Noord
08551302;Jeruzalem Zuid
08551401;Fatima West
08551402;Fatima Oost
08551403;Fatima Noord
08551404;Bedrijventerrein AaBe
08551405;Hoevenseweg
08551501;Broekhoven I West
08551502;Broekhoven I
08551503;Voltterrein
08551504;Broekhoven II West
08551505;Broekhoven II Oost
08551601;Afrikaanderbuurt West
08551602;Afrikaanderbuurt Midden
08551603;Afrikaanderbuurt Oost
08551604;Zeeheldenbuurt
08551701;Kromhoutpark
08551702;Westend
08551703;Schildersbuurt Noord
08551704;Schildersbuurt Zuid
08551705;Schrijversbuurt
08551706;Staatsliedenbuurt Oost
08551707;Het Laar
08551801;Trouwlaan
08551802;Uitvindersbuurt
08551901;Sint Anna Noord
08551902;Sint Anna Zuid
08552001;Bomenbuurt West
08552002;Bomenbuurt Midden
08552003;Bomenbuurt Oost
08552101;VGL-terrein
08552102;Talentsquare
08552103;Spoorlaan
08552201;Bouwmeestersbuurt Noord
08552202;Bouwmeestersbuurt Zuid
08552301;Textielbuurt West
08552302;Textielbuurt Oost
08552303;Nassaubuurt
08552304;Kasteel West
08552305;Kasteel Oost
08552401;Goirke Noord
08552402;Pastorieklamp West
08552403;Pastorieklamp Oost
08552501;Sint Pieterspark
08552502;Hoefstraat Noord
08552503;Padua
08552504;Hoefstraat Zuid
08552601;Besterd
08552602;Rosmolen
08552603;Loven Noord
08552604;Loven Zuid
08552605;Loven Oost
08552701;Theresia West
08552702;Theresia Midden
08552703;Theresia Oost
08552801;Spoorzone Noord-West
08552802;Spoorzone Noord-Oost
08552901;Smariusterrein
08552902;Ind.terrein Kanaalzone Noord
08552903;Ind.terrein Kanaalzone Noord-Oost
08552904;Melis Stokestraat
08552905;Ind.terrein Kanaalzone Oost
08552906;Ind.terrein Kanaalzone Zuid
08552907;Kanaalzone Bosscheweg
08553001;Moerenburg
08553101;Leijpark
08553102;Koningshoeven
08553103;Elisabethziekenhuis
08553104;Leijhoeven
08553201;Ezelvense Akkers
08553202;Landbouwbuurt
08553203;Vogeltjesbuurt West
08553204;Vogeltjesbuurt Oost
08553205;Visserijbuurt
08553206;Groenewoud Oost
08553207;Groenewoud Midden
08553208;Groenewoud West
08553209;Groenewoud Zuid
08553301;Stappegoor Noord
08553302;Zuiderpark
08553303;Stappegoor Zuid
08553401;Bedrijventerrein Het Laar
08553402;Goirleseweg West
08553501;De Blaak Noord-West
08553502;De Blaak Noord-Oost
08553503;De Blaak Zuid-West
08553504;De Blaak Zuid-Oost
08553601;Friezenlaan
08553602;Burgemeestersbuurt
08553603;Staatsliedenbuurt West
08553701;Universiteit
08553702;Abdij- en Torenbuurt
08553703;Universiteit Campus
08553704;Kastelenbuurt Noord
08553705;Kastelenbuurt Zuid
08553706;Sportweg
08553707;Notre Dame
08553801;Tweestedenziekenhuis
08553802;Het Zand Noord-West
08553803;Het Zand Noord-Oost
08553804;Jagersbuurt West
08553805;Jagersbuurt Oost
08553806;Luchthavenbuurt West
08553807;Luchthavenbuurt Oost
08553808;Westermarkt
08553809;Tiendschuur
08553810;Vijverlaan
08553811;Station Universiteit
08553812;Bokhamer West
08553813;Bokhamer
08553814;Rooi Pannen
08553901;Wandelbos Noord-West
08553902;Kruidenbuurt West
08553903;Kruidenbuurt Oost
08553904;Kruidenbuurt Zuid
08553905;Kleurenbuurt Noord
08554001;Het Wandelbos / Drijflanen
08554002;Auteursbuurt
08554003;Kleurenbuurt Zuid
08554101;De Oude Warande
08554201;Stokhasselt Noord-West
08554202;Stokhasselt Noord-Oost
08554203;Stokhasselt West
08554204;Stokhasselt Oost
08554205;Stokhasselt Zuid-West
08554206;Stokhasselt Zuid-Oost
08554207;Stokhasselt Zuid
08554301;Heikant Noord-West
08554302;Heikant Noord-Oost
08554303;Heikant West
08554304;Heikant Oost
08554305;Heikant Zuid-West
08554306;Heikant Zuid-Oost
08554307;Lijnse Hoek West
08554308;Lijnse Hoek Oost
08554401;Quirijnstok Noord-West
08554402;Quirijnstok Noord-Oost
08554403;Quirijnstok West
08554404;Quirijnstok Zuid-West
08554405;Quirijnstok Zuid-Oost
08554406;Quirijnstokpark
08554501;Ind.terrein Loven Noord
08554502;Ind.terrein Loven Zuid
08554601;Bosscheweg
08554701;Moerse Dreef
08554702;Gesworen Hoek West
08554703;Gesworen Hoek Zuid
08554704;Gesworen Hoek Oost
08554801;Huibeven West
08554802;Huibeven Midden
08554803;Huibeven Oost
08554804;Huibeven Zuid
08554901;Campenhoef West
08554902;Campenhoef Midden
08554903;Campenhoef Oost
08555001;Heyhoef
08555101;Heerevelden West
08555102;Heerevelden Oost
08555201;Dongewijk Noord
08555202;Dongewijk Zuid
08555301;De Kievit Noord-West
08555302;De Kievit Noord-Oost
08555303;De Kievit Zuid-West
08555304;De Kievit Zuid-Oost
08555401;Lange Rekken
08555402;Reeshofweide
08555403;Dalemweide
08555404;Leeuwerik West
08555405;Leeuwerik Midden
08555406;Leeuwerik Oost
08555407;Leeuwerik Zuid
08555501;Dalem Noord I
08555502;Dalem Noord II
08555503;Stadsrand Dalem Noord
08555601;Dalem Zuid I
08555602;Dalem Zuid II
08555603;Stadsrand Dalem Zuid
08555701;Koolhoven Noord
08555702;Koolhoven Zuid
08555703;Koolhoven Buiten
08555704;Buitengebied Koolhoven
08555705;Koolhoven Oost
08555801;Witbrant West
08555802;Witbrant Oost
08555803;Buitengebied Witbrant
08555901;Buitengebied Kraaiven West
08555902;Buitengebied Kraaiven Oost
08555903;Bedrijventerrein Kraaiven West
08555904;Bedrijventerrein Kraaiven
08555905;Bedrijventerrein Kraaiven PDV
08556001;Bedrijventerrein Vossenberg West II
08556002;Bedrijventerrein Vossenberg West I
08556003;Bedrijventerrein Vossenberg Scheg
08556004;Bedrijventerrein Vossenberg
08556005;Bedrijventerrein Vossenberg Scheg Oost
08556006;Bedrijventerrein Vossenberg PDV
08556007;Bedrijventerrein Albion
08556101;De Katsbogten
08556102;Tradepark 58 Noord
08556103;Tradepark 58 Zuid
08556202;Buitengebied Zuid-Oost
08556301;Wijkevoort
08556302;Buitengebied Gilzerbaan West
08556303;Buitengebied Gilzerbaan Oost
08556304;Amarant Piusoord
08556401;Buitengebied Noord-Oost
08556402;Rugdijk-Hazennest
08556403;Oostkamer West
08556501;Buitengebied Noord-West
08556601;Bedrijventerrein Schepersven
08556602;Oostkamer Oost
08556603;Buitengebied B-E Noord-West
08556604;Buitengebied B-E Noord-Oost
08556605;Bedrijventerrein Rhijnkant
08556606;Berkel Noord
08556607;Berkelse Akkers
08556608;Ruiven
08556609;Eikenbosch
08556610;Koningsoord
08556611;Rauwbraken
08556612;Enschot Oost
08556613;Enschot Midden
08556614;Enschotse Akkers
08556615;Bedrijventerrein Enschot
08556616;Enschot West
08556617;Enschot Zuid
08556618;Buitengebied B-E Zuid-West
08556619;Buitengebied B-E Zuid-Oost
08556620;Buitengebied B-E Zuid
08556701;Groenstraat
08556702;Achthoeven
08556703;Den Bogerd
08556704;De Mortel
08556705;De Kuil
08556706;Zeshoeven
08556707;Bedrijventerrein Kreitenmolen
08556708;Buitengebied Udenhout Zuid-Oost
08556709;Buitengebied Udenhout Zuid-West
08556710;Buitengebied Udenhout Noord
08556801;Kern Biezenmortel
08556802;Huize Assisië
08556803;Buitengebied Biezenmortel
08580000;Centrum
08580001;Geenhoven
08580002;Turfberg-Noord
08580003;Turfberg-Zuid
08580004;Hoge Akkers
08580005;Kerkakkers
08580006;Het Gegraaf
08580007;Industrieterrein Schaapsloop
08580008;Den Dries
08580009;Turfbergse Heide & Nederheide
08580101;Agnetendal
08580102;Schepelweijen
08580103;Brouwershof
08580105;Keersopperbeemden
08580106;Oud-Dommelen & Lage Heide
08580200;Borkel en Schaft
08610000;Veldhoven
08610001;Meerveldhoven
08610002;Zeelst
08610003;D'Ekker
08610004;Zonderwijk
08610005;'t Look
08610006;Cobbeek en Centrum
08610009;Verspreide huizen ten zuiden van de E3-weg
08610100;Heikant-West
08610101;Heikant-Oost
08610102;De Kelen
08610103;De Polders
08610200;Oerle
08610201;Zandoerle
08610207;Verspreide huizen Zittard
08610208;Verspreide huizen Groote Aard en Vliet
08610209;Verspreide huizen Scherpenering en Landsaard
08650000;Centrum
08650001;Taalstraat en omgeving
08650002;Loyolaan en omgeving
08650003;Loonsebaan
08650004;Villapark
08650005;Schoonveld
08650008;Vughtse Heide en Lunetten
08650009;Gement
08650100;Voorburg en omgeving
08650101;Molenstraat en omgeving
08650102;De Baarzen
08650103;Vijverhof
08650104;De Vughtse Hoeven
08650108;Bleijendijk
08650109;Bergenshuizen
08650110;Verspr huizen Schorvert en omgeving
08650200;Cromvoirt
08650209;Verspreide huizen Cromvoirt
08650300;Helvoirt
08650301;Distelberg
08650307;Verspr huizen Helvoirtse Heide
08650308;Verspr huizen Brokkenbroek en Laar
08650309;Verspr huizen Gijzel Raam en Molenstr
08660000;Waalre
08660001;Aalst
08660002;Voldijn
08660003;Ekenrooi
08660009;Verspreide huizen
08670000;Centrum
08670001;Besoyen
08670002;Baardwijk
08670003;Laageinde
08670004;Antoniusparochie
08670005;Bloemenoord
08670006;Zanddonk
08670007;Meerdijk
08670008;De Hoef
08670009;Industrieterrein Zanddonk
08670010;Industrieterrein Haven
08670011;Buitengebied Waalwijk Noord
08670012;Eikendonk
08670013;Recreatieoord
08670100;Sprang
08670101;Vrijhoeve
08670102;Capelle / Nieuwe Vaart
08670103;Buitengebied Capelle
08670104;Landgoed Driessen
08670200;Waspik beneden
08670201;Waspik boven
08670202;Industrieterrein Waspik
08670203;Buitengebied Waspik
08730000;Hoogerheide
08730001;Woensdrecht
08730002;Hoogerheide-Noord
08730003;Industrieterrein De Kooy
08730008;Verspreide huizen Woensdrecht
08730009;Verspreide huizen Hoogerheide
08730100;Huijbergen
08730101;Eiland
08730108;Verspreide huizen ten zuiden van Huijbergen
08730109;Verspreide huizen ten noorden van Huijbergen
08730200;Ossendrecht
08730201;Calfven
08730208;Verspreide huizen ten westen van Ossendrecht
08730209;Verspreide huizen ten oosten van Ossendrecht
08730300;Putte
08730309;Verspreide huizen Putte
08790000;Zundert
08790009;Verspreide huizen Zundert
08790100;Klein-Zundert
08790109;Verspreide huizen Klein-Zundert
08790200;Wernhout
08790209;Verspreide huizen Wernhout
08790300;Achtmaal
08790309;Verspreide huizen Achtmaal
08790400;Rijsbergen
08790408;Verspreide huizen in het Oosten
08790409;Verspreide huizen in het Westen
08800000;Oosteinde
08800001;Westeinde
08800002;Oost-Knollendam
08800003;Molenbuurt
08800004;Plaszoom
08800005;Middentil
08800009;Verspreide huizen in de polder Engewormer
08800100;Neck (gedeeltelijk)
08800108;Verspreide huizen ten zuiden van De Middentocht
08800109;Verspreide huizen ten noorden van De Middentocht
08800200;Jisp
08800201;Uitbreiding-Jisp
08800208;Spijkerboor
08800209;Verspreide huizen Kanaal- en Oudelandsdijk
08820001;Kakert
08820002;Lichtenberg
08820003;De Dormig
08820004;De Streep
08820005;Klinkerkwartier
08820006;Achter de Haesen
08820007;Leenhof
08820008;Schaesberg Centrum
08820009;Achter den Winkel
08820010;Mijnbuurt
08820011;Eiske
08820012;Heistraat
08820020;Gravenrode
08820101;Nieuwenhagerheide
08820102;Oud Nieuwenhagen
08820103;Hoefveld
08820104;Op de Kamp
08820105;Exdel
08820120;Buitengebied Brunssumerheide (2)
08820201;Abdissenbosch
08820202;Parkheide
08820203;Namiddagsche Driessen
08820204;Lauradorp
08820205;Waubach
08820206;Groenstraat
08820207;Rimburg
08820220;Brunssumerheide (1)
08880000;Beek
08880001;Neerbeek
08880002;Spaubeek
08880100;Geverik
08880101;Grootgenhout
08880102;Kleingenhout
08880103;Kelmond
08880109;Verspreide huizen Vliegbasis Zuid-Limburg
08890000;Reuver
08890001;Offenbeek
08890008;Verspreide huizen ten oosten en zuiden van de spoorlijn
08890009;Overige verspreide huizen
08890100;Beesel
08890101;Bussereind
08890102;Rijkel
08890109;Verspreide huizen
08930110;Aijen Kern
08930111;Aijen Buitengebied
08930220;Oud-Bergen Kern
08930221;Oud-Bergen Buitengebied
08930330;Nieuw-Bergen Kern
08930331;Nieuw-Bergen Buitengebied
08930332;Nieuw-Bergen De Flammert
08930440;Afferden Kern
08930441;Afferden Buitengebied
08930550;Siebengewald Kern
08930551;Siebengewald Buitengebied
08930660;Well-Oost
08930661;Well-West
08930662;Well Buitengebied
08930770;Wellerlooi Kern
08930771;Wellerlooi Buitengebied
08990124;Klingelsberg
08990126;Op de Vos
08990134;Treebeek-Zuid
08990135;Emma
08990136;Amstenraderveld
08990144;Treebeek-Noord
08990201;Houserveld
08990202;Klingbemden
08990203;Rozengaard
08990204;De Kling
08990205;Op den Haan
08990207;Lemmender
08990208;De Streek
08990209;Het Heufken
08990225;Bexdelle
08990242;Merkelbeekerdal
08990243;Buitengebied
08990314;Rode Beek
08990315;Op gen Hoes
08990316;Oeloven
08990317;De Eggen
08990318;Schuttersveld
08990332;De Kattekoelen
08990333;Bouwberg
08990337;Ora et Labora
08990339;Hendrik en omgeving
08990340;De Heide
08990345;Kleikoelen
08990428;Vondelstraat
08990429;Langenberg
08990430;De Struiken
08990431;Douvenberg
08990438;Brandenberg
08990441;Brunssumer Heide
08990506;Hofpoel
08990510;Op de Vaard
08990511;Koutenveld
08990512;Centrum
08990513;Kerkeveld
08990519;Kruisberg
08990520;Achter de Put
08990521;Haansberg
08990522;Vijverpark
08990523;Rumpener Beemden
08990527;De Hemelder
09070000;Milsbeek
09070001;Sprokkelveld
09070009;Bloemenstraat-Zwarteweg
09070100;Ottersum
09070108;Aaldonk-Violenberg
09070109;Looierheide
09070200;Ven-Zelderheide
09070209;Langehorst-Zelder
09070300;Oude Stadskern
09070301;Noord
09070302;Midden
09070303;Zuid
09070309;Panoven-Maaskemp
09070400;Heijen
09070408;Heijensebos
09070409;Diekendaal-Nieuwerf
09171000;Maria Gewanden
09171001;Terschuren
09171100;Mariarade-Noord
09171101;Mariarade-Zuid
09171200;Hoensbroek-Centrum
09171201;De Dem en omgeving
09171300;Nieuw Lotbroek-Noord
09171301;Nieuw Lotbroek-Zuid
09171400;De Koumen
09172000;Weggebekker
09172001;Uterweg
09172002;Nieuw-Einde
09172003;Versiliënbosch
09172004;Vrieheide
09172100;Passart
09172101;Heerlerheide-Kom
09172200;Heksenberg
09172201;Pronsebroek
09172300;Schrieversheide
09172400;Rennemig
09172401;Beersdal
09172402;Schelsberg
09173000;Husken
09173001;Zeswegen
09173002;In de Cramer
09173100;Musschemig
09173101;Grasbroek
09173102;Schandelen
09173103;Hoppersgraaf
09173200;Palemig
09173201;Burettestraat en omgeving
09173202;Meezenbroek
09173203;Schaesbergerveld
09173300;Heerlen-Centrum
09173301;Op de Nobel
09173302;'t Loon
09173303;Lindeveld
09173400;Eikenderveld
09173500;Ten Esschen
09173600;Terworm
09173601;Welten-Dorp
09173602;Ziekenhuis
09173603;Benzenrade
09173700;Bekkerveld
09173701;Aarveld
09173800;Caumerveld
09173801;Douve Weien
09173900;Molenbergpark
09173901;Dr Nolensplein en omgeving
09173902;Dr Schaepmanplein en omgeving
09173903;Schiffelerveld
09174000;Heerlerbaan-Oost
09174100;Egstraat en omgeving
09174101;Giesenveld
09174102;Heerlerbaan-West
09174103;Imstenrade
09174200;De Beitel
09280000;Spekholzerheide
09280001;Heilust
09280002;Terwinselen
09280003;Kaalheide
09280004;Gracht
09280009;Verspreide huizen Dentgenbach
09280100;Kerkrade-Centrum
09280101;Erenstein
09280102;Rolduckerveld
09280103;Holz
09280104;Nulland
09280105;Bleijerheide
09280200;Eygelshoven-Kom
09280201;Hopel
09280202;Waubacherveld
09280203;Vink
09280204;Chevremont
09280205;Haanrade
09350000;Binnenstad
09350001;Jekerkwartier
09350002;Kommelkwartier
09350003;Statenkwartier
09350004;Boschstraatkwartier
09350005;Sint Maartenspoort
09350006;Wyck
09350100;Villapark
09350101;Jekerdal
09350102;Biesland
09350103;Campagne
09350104;Wolder
09350105;Sint Pieter
09350200;Brusselsepoort
09350201;Mariaberg
09350202;Belfort
09350203;Pottenberg
09350204;Malpertuis
09350205;Caberg
09350206;Oud-Caberg
09350207;Malberg
09350208;Dousberg-Hazendans
09350209;Daalhof
09350300;Boschpoort
